state,year,population,gdp,gdp_pc,employment,employment_pc,income_pc,real_income_pc,rpp
Delaware,2024,1050123.0,110971800000.0,105675.05,674338.0,0.6421514432118904,68061.0,55185.0,99.808
District of Columbia,2008,580236.0,99240400000.0,171034.54,794904.0,1.369966703203524,60609.0,60539.0,112.368
District of Columbia,2009,592228.0,100430100000.0,169580.13,795923.0,1.3439469258461267,60011.0,59790.0,113.017
District of Columbia,2010,604718.0,106128600000.0,175500.98,809128.0,1.3380253275080285,63190.0,61203.0,114.226
District of Columbia,2011,617465.0,109953900000.0,178073.09,826749.0,1.3389406687018697,66985.0,63372.0,114.058
District of Columbia,2012,630643.0,112512700000.0,178409.5,834391.0,1.3230797773066536,67522.0,64062.0,111.644
District of Columbia,2013,644203.0,114832700000.0,178255.46,848230.0,1.3167122785829932,67081.0,61773.0,113.521
District of Columbia,2014,653986.0,119998000000.0,183487.11,860668.0,1.3160342881957718,70527.0,63647.0,114.242
District of Columbia,2015,665135.0,124753600000.0,187561.32,873204.0,1.3128222090252355,74784.0,67939.0,113.321
District of Columbia,2016,673428.0,129933500000.0,192943.42,892796.0,1.325748261135563,77500.0,70295.0,112.415
District of Columbia,2017,680670.0,134298799999.99998,197303.83,902843.0,1.3264033966532975,79567.0,72407.0,110.146
District of Columbia,2018,685476.0,141240200000.0,206046.89,914319.0,1.3338453862717294,82272.0,72574.0,111.317
District of Columbia,2019,687320.0,145071400000.0,211068.21,915216.0,1.3315719024617354,83675.0,74146.0,109.228
District of Columbia,2020,670958.0,146854600000.0,218873.01,866078.0,1.2908080684633016,90741.0,78403.0,110.881
District of Columbia,2021,669637.0,156581300000.0,233830.12,869737.0,1.2988186136668076,98143.0,80885.0,111.572
District of Columbia,2022,674501.0,165106200000.0,244782.74,895905.0,1.3282485867330072,100849.0,77241.0,112.594
District of Columbia,2023,682559.0,174250700000.0,255290.31,908658.0,1.3312519503808462,106640.0,79990.0,110.713
District of Columbia,2024,691310.0,184297700000.0,266591.98,914851.0,1.3233585511565,111185.0,81872.0,109.901
Florida,2008,18527305.0,767357800000.0,41417.67,10269510.0,0.554290545764751,39185.0,43259.0,101.668
Florida,2009,18652644.0,739322400000.0,39636.33,9841868.0,0.5276392987503541,36777.0,41209.0,100.491
Florida,2010,18842405.0,752998400000.0,39962.97,9805140.0,0.5203762470873543,38779.0,42735.0,100.392
Florida,2011,19036879.0,761043100000.0,39977.3,10036679.0,0.5272229234634522,40437.0,43268.0,100.846
Florida,2012,19268256.0,784545900000.0,40717.02,10249034.0,0.5319129037936802,41211.0,43189.0,101.072
Florida,2013,19502928.0,819679800000.0,42028.55,10539527.0,0.5404074198499835,40743.0,42278.0,100.742
Florida,2014,19790139.0,860112600000.0,43461.68,10937534.0,0.5526759564447729,42877.0,43812.0,100.894
Florida,2015,20140379.0,918464300000.0,45603.13,11367164.0,0.5643967275888899,44957.0,45693.0,101.29
Florida,2016,20533473.0,964500800000.0,46972.12,11682273.0,0.5689379969964166,45730.0,46126.0,101.087
Florida,2017,20868335.0,1014866900000.0,48631.91,12098388.0,0.5797485999721588,48447.0,48141.0,100.871
Florida,2018,21131181.0,1072085600000.0,50734.77,12556216.0,0.5942032298147463,51015.0,49935.0,100.318
Florida,2019,21353320.0,1133718000000.0,53093.29,12760885.0,0.5976066016900416,53666.0,52128.0,99.645
Florida,2020,21591325.0,1144653200000.0,53014.5,12719408.0,0.5890980752686553,56597.0,53897.0,100.604
Florida,2021,21836698.0,1300807800000.0,59569.8,13456896.0,0.6162514131028418,62617.0,56789.0,101.389
Florida,2022,22413989.0,1473688100000.0,65748.59,14219768.0,0.6344148736755425,65429.0,55163.0,102.284
Florida,2023,22929248.0,1624642300000.0,70854.58,14959611.0,0.6524248418439191,70057.0,56138.0,103.636
Florida,2024,23265838.0,1726709900000.0,74216.54,14957046.0,0.6428758766393886,73006.0,57131.0,103.414
Georgia,2008,9504843.0,416303500000.0,43799.09,5451004.0,0.5734975317319813,35272.0,42002.0,94.254
Georgia,2009,9620846.0,409876200000.0,42602.93,5247101.0,0.5453887319264855,34213.0,41941.0,91.854
Georgia,2010,9712616.0,419013100000.0,43141.12,5211443.0,0.5365642994637079,34740.0,40640.0,94.574
Georgia,2011,9805666.0,433137100000.0,44172.12,5325710.0,0.5431257805436163,36760.0,42349.0,93.666
Georgia,2012,9907250.0,449375600000.0,45358.26,5384734.0,0.5435144969592974,37250.0,41403.0,95.298
Georgia,2013,9980892.0,467559500000.0,46845.46,5497190.0,0.5507714140179054,37484.0,41305.0,94.868
Georgia,2014,10078133.0,493370300000.0,48954.53,5671135.0,0.5627168246340865,39550.0,42937.0,94.962
Georgia,2015,10191912.0,525516800000.00006,51562.14,5832928.0,0.5723094940380176,41527.0,45136.0,94.717
Georgia,2016,10318636.0,554903200000.0,53776.8,5973764.0,0.5789296182169814,42742.0,45879.0,94.991
Georgia,2017,10428854.0,583543300000.0,55954.69,6128089.0,0.5876090508122944,44836.0,47171.0,95.275
Georgia,2018,10532841.0,612803400000.0,58180.26,6287460.0,0.5969386607089199,46624.0,48278.0,94.832
Georgia,2019,10643103.0,646695800000.0,60761.96,6398769.0,0.6012127290321253,48529.0,49762.0,94.392
Georgia,2020,10732595.0,638488300000.0,59490.58,6326540.0,0.5894697414744523,51496.0,52219.0,94.478
Georgia,2021,10793038.0,706004600000.0,65412.96,6638744.0,0.6150950269979593,56262.0,54051.0,95.713
Georgia,2022,10929992.0,785922700000.0,71905.15,6939403.0,0.6348955241687276,57396.0,51732.0,95.678
Georgia,2023,11063669.0,835755300000.0,75540.52,7094400.0,0.6412339342400789,60006.0,51643.0,96.494
Georgia,2024,11204208.0,881508200000.0,78676.53,7180379.0,0.6408644859145778,63006.0,52952.0,96.293
Hawaii,2008,1332213.0,65545500000.0,49200.47,858384.0,0.6443293977764817,41887.0,42828.0,109.773
Hawaii,2009,1346717.0,64464300000.0,47867.74,829885.0,0.6162282053319295,41144.0,41102.0,112.715
Hawaii,2010,1365117.0,66739300000.0,48889.07,824450.0,0.603940907629163,41498.0,41904.0,109.56
Hawaii,2011,1385141.0,68801100000.0,49670.83,834994.0,0.6028223841471735,42758.0,41967.0,109.94
Hawaii,2012,1405255.0,71645600000.0,50984.06,849130.0,0.6042533205717112,43523.0,42532.0,108.393
Hawaii,2013,1423345.0,74598500000.0,52410.69,868191.0,0.6099652578960125,43548.0,40531.0,112.319
Hawaii,2014,1434323.0,77043000000.0,53713.84,882702.0,0.6154136829709905,45445.0,42363.0,110.596
Hawaii,2015,1446452.0,81410200000.0,56282.68,901126.0,0.6229906004485458,47150.0,43533.0,111.504
Hawaii,2016,1456816.0,84287200000.0,57857.14,914921.0,0.6280278360479292,48561.0,45054.0,109.901
Hawaii,2017,1458161.0,87436400000.0,59963.47,921135.0,0.6317100786538661,50506.0,45829.0,110.466
Hawaii,2018,1459965.0,90933500000.0,62284.71,924352.0,0.6331329860647344,51554.0,45636.0,110.929
Hawaii,2019,1456943.0,93240200000.0,63997.15,913949.0,0.6273059412756711,53940.0,46712.0,111.767
Hawaii,2020,1451130.0,84788000000.0,58428.95,817466.0,0.5633306457726048,57026.0,48228.0,113.279
Hawaii,2021,1446909.0,93684200000.0,64747.82,860689.0,0.5948466696938094,61264.0,50046.0,112.564
Hawaii,2022,1437812.0,103954500000.0,72300.48,895965.0,0.6231447504958924,63184.0,49022.0,111.148
Hawaii,2023,1434950.0,111740200000.0,77870.45,918356.0,0.6399916373392801,67269.0,50923.0,109.703
Hawaii,2024,1434952.0,117627400000.0,81973.06,928210.0,0.6468578739916039,71019.0,52272.0,109.951
Idaho,2008,1534320.0,56203600000.0,36630.95,921093.0,0.6003265290161114,32690.0,38641.0,94.953
Idaho,2009,1554439.0,54507900000.0,35065.96,880489.0,0.5664352219675394,31200.0,37042.0,94.843
Idaho,2010,1571339.0,56086200000.0,35693.25,868683.0,0.5528297840249622,31948.0,37925.0,93.2
Idaho,2011,1586880.0,57418200000.0,36183.08,878537.0,0.5536253528937286,33447.0,38348.0,94.115
Idaho,2012,1600611.0,57933700000.0,36194.74,883162.0,0.5517655445326816,34812.0,39447.0,93.477
Idaho,2013,1618841.0,61712600000.0,38121.47,903016.0,0.5578163636824123,35699.0,39836.0,93.681
Idaho,2014,1641124.0,64501700000.0,39303.37,925548.0,0.5639720094276849,37107.0,40832.0,93.691
Idaho,2015,1663458.0,66064899999.99999,39715.4,949392.0,0.5707339770526217,38813.0,42381.0,94.281
Idaho,2016,1697093.0,69185200000.0,40766.89,976719.0,0.5755247355330556,39653.0,43476.0,92.998
Idaho,2017,1734888.0,72935100000.0,42040.24,1007831.0,0.5809199210554226,41197.0,43689.0,94.518
Idaho,2018,1769305.0,79072400000.0,44691.22,1041387.0,0.5885853484842919,43254.0,46299.0,91.736
Idaho,2019,1808378.0,84429400000.0,46687.92,1063420.0,0.5880518342957058,45880.0,48040.0,92.437
Idaho,2020,1849328.0,88056800000.0,47615.57,1077556.0,0.5826743552252494,49724.0,52336.0,91.023
Idaho,2021,1904855.0,99884100000.0,52436.59,1136875.0,0.5968302049237344,55603.0,55840.0,91.563
Idaho,2022,1942951.0,112609700000.0,57958.08,1179749.0,0.6071944171520538,57034.0,53576.0,91.802
Idaho,2023,1970497.0,120588100000.0,61196.79,1217054.0,0.617638088258952,59201.0,53302.0,92.236
Idaho,2024,2000872.0,129018200000.0,64480.99,1230617.0,0.6150403424107089,62323.0,52816.0,95.494
Illinois,2008,12747038.0,649677300000.0,50966.92,7553123.0,0.5925394589707821,43238.0,48377.0,100.316
Illinois,2009,12796778.0,645843200000.0,50469.2,7304369.0,0.5707975085603579,41088.0,45534.0,101.607
Illinois,2010,12845460.0,663929000000.0,51685.89,7251061.0,0.5644843392140102,42107.0,45770.0,101.778
Illinois,2011,12892409.0,691805500000.0,53659.91,7376147.0,0.5721310113571483,44075.0,46640.0,101.971
Illinois,2012,12927420.0,725478000000.0,56119.32,7434721.0,0.5751125127829064,45934.0,48199.0,100.947
Illinois,2013,12959880.0,742890900000.0,57322.36,7503553.0,0.5789832158939743,46735.0,48770.0,100.175
Illinois,2014,12968905.0,772291700000.0,59549.49,7613604.0,0.5870660630176565,48536.0,50191.0,99.697
Illinois,2015,12963110.0,802592000000.0,61913.54,7748859.0,0.5977623425242862,50688.0,52761.0,98.903
Illinois,2016,12944999.0,813561600000.0,62847.56,7804672.0,0.6029102049370572,51347.0,52619.0,99.498
Illinois,2017,12922894.0,832826800000.0,64445.84,7823072.0,0.6053653307068835,53056.0,53045.0,100.254
Illinois,2018,12887397.0,871024200000.0,67587.29,7880803.0,0.6115123946286438,56077.0,54837.0,100.416
Illinois,2019,12849440.0,895601800000.0,69699.68,7859167.0,0.6116349817579598,57738.0,56192.0,99.453
Illinois,2020,12795348.0,860807800000.0,67275.06,7520041.0,0.587716801450027,61579.0,58809.0,100.315
Illinois,2021,12703354.0,947223900000.0,74564.87,7749971.0,0.6100728201386815,66866.0,60683.0,101.321
Illinois,2022,12609577.0,1037735900000.0,82297.44,7992113.0,0.6338129344069194,68044.0,57980.0,101.205
Illinois,2023,12633389.0,1100794100000.0,87133.71,8170725.0,0.6467563850048471,71761.0,60348.0,98.752
Illinois,2024,12703033.0,1148106100000.0,90380.47,8216215.0,0.6467915969359443,74522.0,60333.0,99.958
Indiana,2008,6424806.0,277774500000.0,43234.69,3682921.0,0.5732345848263746,35270.0,43055.0,91.943
Indiana,2009,6459325.0,264925000000.0,41014.35,3523023.0,0.545416587646542,34200.0,41607.0,92.555
Indiana,2010,6491385.0,284685800000.0,43855.94,3525292.0,0.5430723951822299,35590.0,42327.0,93.022
Indiana,2011,6521409.0,292373800000.0,44832.92,3590103.0,0.5505103268327443,37681.0,44014.0,92.38
Indiana,2012,6546485.0,301277400000.0,46021.25,3642274.0,0.5563709379919147,39148.0,44708.0,92.751
Indiana,2013,6581401.0,313466900000.0,47629.21,3684167.0,0.5597846112096801,39435.0,44383.0,92.881
Indiana,2014,6610174.0,329360900000.0,49826.36,3740470.0,0.5658655884096243,40719.0,45316.0,92.638
Indiana,2015,6628925.0,333163800000.0,50259.1,3796439.0,0.5727080936954333,42146.0,47464.0,91.415
Indiana,2016,6658719.0,342716600000.0,51468.85,3847508.0,0.5778150422025617,43143.0,48157.0,91.346
Indiana,2017,6686218.0,357535800000.0,53473.55,3903424.0,0.5838014853838149,44568.0,49158.0,90.875
Indiana,2018,6725960.0,377376900000.0,56107.51,3963724.0,0.5893172127101559,46555.0,49260.0,92.802
Indiana,2019,6761818.0,384838700000.0,56913.5,3969443.0,0.5870378350910953,48270.0,50329.0,92.829
Indiana,2020,6790290.0,378293000000.0,55710.88,3843285.0,0.5659971812691358,51775.0,54055.0,91.763
Indiana,2021,6814223.0,425270900000.0,62409.3,3977987.0,0.5837770498558676,57374.0,56986.0,92.579
Indiana,2022,6841491.0,467679600000.0,68359.31,4101252.0,0.5994675722002704,58671.0,55069.0,91.875
Indiana,2023,6881373.0,496849500000.0,72202.09,4193182.0,0.6093525231083972,61386.0,55353.0,92.097
