State,Year,employment_pc
Hawaii,2020,0.5633306457726048
Hawaii,2021,0.5948466696938094
Hawaii,2022,0.6231447504958924
Hawaii,2023,0.6399916373392801
Hawaii,2024,0.6468578739916039
Idaho,2008,0.6003265290161114
Idaho,2009,0.5664352219675394
Idaho,2010,0.5528297840249622
Idaho,2011,0.5536253528937286
Idaho,2012,0.5517655445326816
Idaho,2013,0.5578163636824123
Idaho,2014,0.5639720094276849
Idaho,2015,0.5707339770526217
Idaho,2016,0.5755247355330556
Idaho,2017,0.5809199210554226
Idaho,2018,0.5885853484842919
Idaho,2019,0.5880518342957058
Idaho,2020,0.5826743552252494
Idaho,2021,0.5968302049237344
Idaho,2022,0.6071944171520538
Idaho,2023,0.617638088258952
Idaho,2024,0.6150403424107089
Illinois,2008,0.5925394589707821
Illinois,2009,0.5707975085603579
Illinois,2010,0.5644843392140102
Illinois,2011,0.5721310113571483
Illinois,2012,0.5751125127829064
Illinois,2013,0.5789832158939743
Illinois,2014,0.5870660630176565
Illinois,2015,0.5977623425242862
Illinois,2016,0.6029102049370572
Illinois,2017,0.6053653307068835
Illinois,2018,0.6115123946286438
Illinois,2019,0.6116349817579598
Illinois,2020,0.587716801450027
Illinois,2021,0.6100728201386815
Illinois,2022,0.6338129344069194
Illinois,2023,0.6467563850048471
Illinois,2024,0.6467915969359443
Indiana,2008,0.5732345848263746
Indiana,2009,0.545416587646542
Indiana,2010,0.5430723951822299
Indiana,2011,0.5505103268327443
Indiana,2012,0.5563709379919147
Indiana,2013,0.5597846112096801
Indiana,2014,0.5658655884096243
Indiana,2015,0.5727080936954333
Indiana,2016,0.5778150422025617
Indiana,2017,0.5838014853838149
Indiana,2018,0.5893172127101559
Indiana,2019,0.5870378350910953
Indiana,2020,0.5659971812691358
Indiana,2021,0.5837770498558676
Indiana,2022,0.5994675722002704
Indiana,2023,0.6093525231083972
Indiana,2024,0.6077605636768082
Iowa,2008,0.6621674300750414
Iowa,2009,0.6459624052465157
Iowa,2010,0.6391778659027951
Iowa,2011,0.6436189271307811
Iowa,2012,0.646632809428471
Iowa,2013,0.6509037989208564
Iowa,2014,0.6531505962925117
Iowa,2015,0.6567657533853477
Iowa,2016,0.6561694840022898
Iowa,2017,0.6519088439435023
Iowa,2018,0.6547308247728233
Iowa,2019,0.6505585362161252
Iowa,2020,0.6302519428369258
Iowa,2021,0.6427281084901487
Iowa,2022,0.6537738648110959
Iowa,2023,0.6609255059275418
Iowa,2024,0.6599970158993133
Kansas,2008,0.6616914926803975
Kansas,2009,0.6400922934411785
Kansas,2010,0.6302896109778984
Kansas,2011,0.6332587068746739
Kansas,2012,0.6369099089501667
Kansas,2013,0.6440881585345555
Kansas,2014,0.6511661773534774
Kansas,2015,0.6538440614732322
Kansas,2016,0.6546032437942629
Kansas,2017,0.6536181001336318
Kansas,2018,0.6569567950737945
Kansas,2019,0.6558002778690525
Kansas,2020,0.6394863106708224
Kansas,2021,0.6533348803626854
Kansas,2022,0.6654375000425454
Kansas,2023,0.6775010348338113
Kansas,2024,0.6796548826204316
Kentucky,2008,0.5599937807089153
Kentucky,2009,0.5385300321467735
Kentucky,2010,0.5347334967519007
Kentucky,2011,0.541313334104504
Kentucky,2012,0.5436930079944982
Kentucky,2013,0.5451976889377619
Kentucky,2014,0.5509136223501611
Kentucky,2015,0.556716604654868
Kentucky,2016,0.5605294593354727
Kentucky,2017,0.563051001278199
Kentucky,2018,0.5674184621405023
Kentucky,2019,0.5667493596830528
Kentucky,2020,0.5480646571601396
Kentucky,2021,0.5670507245669589
Kentucky,2022,0.5831011329197888
Kentucky,2023,0.5950276849013605
Kentucky,2024,0.5946454289507566
Louisiana,2008,0.5750816239387535
Louisiana,2009,0.5632491682340202
Louisiana,2010,0.5581180178507148
Louisiana,2011,0.5603788783657037
Louisiana,2012,0.5650314211300311
Louisiana,2013,0.5708525424032769
Louisiana,2014,0.5775257038732253
Louisiana,2015,0.5773495626853369
Louisiana,2016,0.5743876526599931
Louisiana,2017,0.5755041059466761
Louisiana,2018,0.583565683582964
Louisiana,2019,0.5825306825275954
Louisiana,2020,0.557261435316397
Louisiana,2021,0.5820269433813069
Louisiana,2022,0.6010908319517172
Louisiana,2023,0.6091647844633475
Louisiana,2024,0.6176230444228428
Maine,2008,0.6189781504672272
Maine,2009,0.6021051602373664
Maine,2010,0.5959372484406615
Maine,2011,0.5972775664255748
Maine,2012,0.5987727599902025
Maine,2013,0.6029851283848325
Maine,2014,0.6066876300391212
Maine,2015,0.6113232237933534
Maine,2016,0.6168275271358779
Maine,2017,0.6203028203153115
Maine,2018,0.6248439589339896
Maine,2019,0.6205198733281131
Maine,2020,0.5957908344606925
Maine,2021,0.6158255674908576
Maine,2022,0.6234825756241983
Maine,2023,0.6369893694115231
Maine,2024,0.6411648933073376
Maryland,2008,0.603497295058105
Maryland,2009,0.586256462913157
Maryland,2010,0.5776188918135647
Maryland,2011,0.5798293062427732
Maryland,2012,0.5814057286959239
Maryland,2013,0.585905201600286
Maryland,2014,0.5886359851043059
Maryland,2015,0.5954980595939362
Maryland,2016,0.6017645425845926
Maryland,2017,0.6047026197491906
Maryland,2018,0.6113054267071127
Maryland,2019,0.6075115728704304
Maryland,2020,0.5862072090984265
Maryland,2021,0.6072146611863437
Maryland,2022,0.6258203403157915
Maryland,2023,0.6424663819574348
Maryland,2024,0.6492049879317517
Massachusetts,2008,0.6516691150225375
Massachusetts,2009,0.6315157098158483
Massachusetts,2010,0.6264336218690466
Massachusetts,2011,0.6296879668172446
Massachusetts,2012,0.635408605883657
Massachusetts,2013,0.6442049123770659
Massachusetts,2014,0.6520736580632175
Massachusetts,2015,0.6744784692298047
Massachusetts,2016,0.6816250399440552
Massachusetts,2017,0.6866339594379399
Massachusetts,2018,0.6941274548405978
Massachusetts,2019,0.6944697290680727
Massachusetts,2020,0.6585998923456621
Massachusetts,2021,0.682786408090304
Massachusetts,2022,0.702783374481262
Massachusetts,2023,0.7138586260028481
Massachusetts,2024,0.7085364555316478
Michigan,2008,0.5366091850426802
Michigan,2009,0.5096612251505844
Michigan,2010,0.5099232184739625
Michigan,2011,0.5219663140943113
Michigan,2012,0.5276036158044939
Michigan,2013,0.5351168191557399
Michigan,2014,0.5425678857983136
Michigan,2015,0.5508441195388452
Michigan,2016,0.5566222437141579
Michigan,2017,0.5603171330620341
Michigan,2018,0.5675094424008583
Michigan,2019,0.5669150197169592
Michigan,2020,0.5349820011210952
Michigan,2021,0.5578680593270786
Michigan,2022,0.5778289840625749
Michigan,2023,0.5902242906169711
Michigan,2024,0.5921370793276252
Minnesota,2008,0.6720451502167517
Minnesota,2009,0.64836079961327
Minnesota,2010,0.6416343369795962
Minnesota,2011,0.6480493171423736
Minnesota,2012,0.6504642318602194
Minnesota,2013,0.6546524728388103
Minnesota,2014,0.658301598062034
Minnesota,2015,0.6646531507589111
Minnesota,2016,0.6654373524840976
Minnesota,2017,0.66636270732872
Minnesota,2018,0.6684191785728696
Minnesota,2019,0.6651362514968586
Minnesota,2020,0.6317070018677672
Minnesota,2021,0.6494807977872107
Minnesota,2022,0.6633393073670923
Minnesota,2023,0.6757059536610303
Minnesota,2024,0.6762053021998635
Mississippi,2008,0.5215567103126868
Mississippi,2009,0.5043737710281353
Mississippi,2010,0.501883100640426
Mississippi,2011,0.5070569817274041
Mississippi,2012,0.5095773274552066
Mississippi,2013,0.5131284782456567
Mississippi,2014,0.521095467483539
Mississippi,2015,0.5253654941373535
Mississippi,2016,0.5298277958050693
Mississippi,2017,0.5336771413478633
Mississippi,2018,0.5388617914603263
Mississippi,2019,0.5412221859961307
Mississippi,2020,0.5316008565484208
Mississippi,2021,0.5511142443538021
Mississippi,2022,0.5664548623589326
Mississippi,2023,0.5788925630507703
Mississippi,2024,0.5799231366849119
Missouri,2008,0.6120312982155722
Missouri,2009,0.5909394392433059
Missouri,2010,0.5795825900112522
Missouri,2011,0.58329964831174
Missouri,2012,0.585422483458285
Missouri,2013,0.5899782065146174
Missouri,2014,0.5935455085767388
Missouri,2015,0.6015769806959159
Missouri,2016,0.6073091568946636
Missouri,2017,0.6110704007783234
Missouri,2018,0.6163540217851728
Missouri,2019,0.6150348326505923
Missouri,2020,0.5996847479006752
Missouri,2021,0.614383583059905
Missouri,2022,0.6278810574362568
Missouri,2023,0.6422369091885279
Missouri,2024,0.6419610400759569
Montana,2008,0.6515620919383663
Montana,2009,0.6295369224233777
Montana,2010,0.6220679924995509
Montana,2011,0.624317926597031
Montana,2012,0.6297491235485716
Montana,2013,0.6319320188259193
Montana,2014,0.6331397311159799
Montana,2015,0.6385160998468891
Montana,2016,0.6385670626754691
Montana,2017,0.6373936391912467
Montana,2018,0.6413243828578393
Montana,2019,0.637463679515014
Montana,2020,0.6286255146455523
Montana,2021,0.646141234400081
Montana,2022,0.6574064249558417
Montana,2023,0.6726587016589245
Montana,2024,0.6722827954994782
Nebraska,2008,0.6888271844789905
Nebraska,2009,0.6748289689923721
Nebraska,2010,0.6665167736316477
Nebraska,2011,0.668426307406381
Nebraska,2012,0.673069806469658
Nebraska,2013,0.6758674502223164
Nebraska,2014,0.678610463633757
Nebraska,2015,0.684008954380748
Nebraska,2016,0.6822002939192846
Nebraska,2017,0.6811554722517008
Nebraska,2018,0.6838481754916388
Nebraska,2019,0.679499652678671
Nebraska,2020,0.6650486574258475
Nebraska,2021,0.6792502864309357
Nebraska,2022,0.6881245263219262
Nebraska,2023,0.7023899340700905
Nebraska,2024,0.7009415179864689
Nevada,2008,0.6101136933182094
Nevada,2009,0.5635433098729264
Nevada,2010,0.5470552443328517
Nevada,2011,0.5541658718090541
Nevada,2012,0.5545999145764048
Nevada,2013,0.5638067910159946
Nevada,2014,0.572681937596372
Nevada,2015,0.5828649019988194
Nevada,2016,0.5937969726786416
Nevada,2017,0.6026239623550816
Nevada,2018,0.6140437401839318
Nevada,2019,0.6140126080885336
Nevada,2020,0.5681355958305354
Nevada,2021,0.6074899189193996
Nevada,2022,0.643217424580007
Nevada,2023,0.6612276815535723
Nevada,2024,0.6610648760443615
New Hampshire,2008,0.642055739543706
New Hampshire,2009,0.6236796236157988
New Hampshire,2010,0.6178383652024706
New Hampshire,2011,0.6194007439072453
New Hampshire,2012,0.6210602604243572
New Hampshire,2013,0.6272950795657631
New Hampshire,2014,0.6305482385406587
New Hampshire,2015,0.6404785364096671
New Hampshire,2016,0.6461939137552565
New Hampshire,2017,0.6493242467676569
New Hampshire,2018,0.6539359576714305
New Hampshire,2019,0.6488125220048445
New Hampshire,2020,0.62268776400687
New Hampshire,2021,0.6446051500568842
New Hampshire,2022,0.6576815759458188
New Hampshire,2023,0.6721597111727897
New Hampshire,2024,0.6746615946690068
New Jersey,2008,0.588196999457014
New Jersey,2009,0.570160338489575
New Jersey,2010,0.5631106567463182
New Jersey,2011,0.5652634050986428
New Jersey,2012,0.5656121687948672
New Jersey,2013,0.5711590127042147
New Jersey,2014,0.5762133750962496
New Jersey,2015,0.5840956787247537
New Jersey,2016,0.5909928709346931
New Jersey,2017,0.5937621673468485
New Jersey,2018,0.6019541929824409
New Jersey,2019,0.6016907618828742
New Jersey,2020,0.5738520869910024
New Jersey,2021,0.6027343199040761
New Jersey,2022,0.6317559726929423
New Jersey,2023,0.6444989869951141
New Jersey,2024,0.6384649677468355
New Mexico,2008,0.549734366094351
New Mexico,2009,0.526265194162221
New Mexico,2010,0.5133028362660044
New Mexico,2011,0.5111116981168323
New Mexico,2012,0.5105268093013288
New Mexico,2013,0.513012881235637
New Mexico,2014,0.5172043467531804
New Mexico,2015,0.5211082146660204
New Mexico,2016,0.5202573532563503
New Mexico,2017,0.5213855907660281
New Mexico,2018,0.5280561022194687
New Mexico,2019,0.5290681363675137
New Mexico,2020,0.5045703312711298
New Mexico,2021,0.5153407641807963
New Mexico,2022,0.5353703204993803
New Mexico,2023,0.5514603776914515
New Mexico,2024,0.5564051469502637
New York,2008,0.5828443098001732
New York,2009,0.5689374035392016
New York,2010,0.5667200505201914
New York,2011,0.5761755837400152
New York,2012,0.5786365806188045
New York,2013,0.584088330922549
New York,2014,0.5932489845543671
New York,2015,0.6023389827352714
New York,2016,0.60845168093482
New York,2017,0.613816375723737
New York,2018,0.6258879064695656
New York,2019,0.6303261456630683
New York,2020,0.5899535549233977
New York,2021,0.6164084869711114
New York,2022,0.6491563826454844
New York,2023,0.6661989413714159
New York,2024,0.6655625783350672
North Carolina,2008,0.5815083148315222
North Carolina,2009,0.5519541320733672
North Carolina,2010,0.5410486867828429
North Carolina,2011,0.5489816495595797
North Carolina,2012,0.5510564823907599
North Carolina,2013,0.554745613686911
North Carolina,2014,0.563807575226486
North Carolina,2015,0.5716373981376495
North Carolina,2016,0.5783179908217944
North Carolina,2017,0.5818651426621072
North Carolina,2018,0.5894235119328035
North Carolina,2019,0.5929583784690274
North Carolina,2020,0.579365783383404
North Carolina,2021,0.5979439880902973
North Carolina,2022,0.6139678162276634
North Carolina,2023,0.622038072824595
North Carolina,2024,0.6193241242515762
North Dakota,2008,0.7480386088760267
North Dakota,2009,0.7405002947510256
North Dakota,2010,0.7462675734005632
North Dakota,2011,0.7708586453102697
North Dakota,2012,0.8043998202303263
North Dakota,2013,0.8063684026083789
North Dakota,2014,0.8153238932728826
North Dakota,2015,0.7834649075659335
North Dakota,2016,0.7540733883294695
North Dakota,2017,0.7473549406825968
North Dakota,2018,0.7497054435585788
North Dakota,2019,0.7486002153118674
North Dakota,2020,0.7187113589836995
North Dakota,2021,0.7293647498576437
North Dakota,2022,0.7452149537741399
North Dakota,2023,0.7596315961330046
North Dakota,2024,0.7622396132026363
Ohio,2008,0.5840189881524648
Ohio,2009,0.559896454959781
Ohio,2010,0.5560716351473912
Ohio,2011,0.564243776138419
Ohio,2012,0.5707851625278656
Ohio,2013,0.5754080599334435
Ohio,2014,0.5813161579514532
Ohio,2015,0.5877834845530759
Ohio,2016,0.5923020274382402
Ohio,2017,0.5953204471066904
Ohio,2018,0.6008091061678958
Ohio,2019,0.5998473620326756
Ohio,2020,0.5808596220513498
Ohio,2021,0.5992506191629717
Ohio,2022,0.6133573028359661
Ohio,2023,0.6239673655765096
Ohio,2024,0.6267898620148136
Oklahoma,2008,0.5960030809686409
Oklahoma,2009,0.5747713830424804
Oklahoma,2010,0.5666389506426022
Oklahoma,2011,0.5701974046991762
Oklahoma,2012,0.579778601151815
Oklahoma,2013,0.584494128800479
Oklahoma,2014,0.5872934855607791
Oklahoma,2015,0.5864897844087262
Oklahoma,2016,0.5839451597880658
Oklahoma,2017,0.5846324633014277
Oklahoma,2018,0.5886055568580463
Oklahoma,2019,0.5855828762995005
Oklahoma,2020,0.5713261457116248
Oklahoma,2021,0.5788895400675222
Oklahoma,2022,0.5914158029894218
Oklahoma,2023,0.6031401161193645
Oklahoma,2024,0.6039663640459002
Oregon,2008,0.6073035395308999
Oregon,2009,0.574804127500919
Oregon,2010,0.5665853399864342
Oregon,2011,0.568487323024977
Oregon,2012,0.5692165564462532
Oregon,2013,0.5760207234608078
Oregon,2014,0.585931721463922
Oregon,2015,0.5950496372609061
Oregon,2016,0.5986540977458764
Oregon,2017,0.6066752492241096
Oregon,2018,0.6143496267866457
Oregon,2019,0.6117267743827679
Oregon,2020,0.5876958033191125
Oregon,2021,0.6014476726982053
Oregon,2022,0.6166557229406561
Oregon,2023,0.6314354064283954
Oregon,2024,0.6346584690869909
Pennsylvania,2008,0.577101928794029
Pennsylvania,2009,0.5606372945840239
Pennsylvania,2010,0.559876086336312
Pennsylvania,2011,0.565020720565058
Pennsylvania,2012,0.5683983532151171
Pennsylvania,2013,0.5721239961654009
Pennsylvania,2014,0.5771823366165131
Pennsylvania,2015,0.5822343284284437
Pennsylvania,2016,0.5878097541442531
Pennsylvania,2017,0.591892938049473
Pennsylvania,2018,0.5980679682359051
Pennsylvania,2019,0.5982373604851589
Pennsylvania,2020,0.570413962413055
Pennsylvania,2021,0.5876070208044664
Pennsylvania,2022,0.6086837886720903
Pennsylvania,2023,0.6211274365639753
Pennsylvania,2024,0.6244397451204399
Rhode Island,2008,0.5771395910722529
Rhode Island,2009,0.5583184485111697
Rhode Island,2010,0.5557752553378043
Rhode Island,2011,0.5588384749505547
Rhode Island,2012,0.557415422333693
Rhode Island,2013,0.563831599520011
Rhode Island,2014,0.571260988870202
Rhode Island,2015,0.5818570745808799
Rhode Island,2016,0.5851818730247009
Rhode Island,2017,0.5887457895779671
Rhode Island,2018,0.5941681076803588
Rhode Island,2019,0.5947477571305889
Rhode Island,2020,0.5615470133252833
Rhode Island,2021,0.583385351122354
Rhode Island,2022,0.6061487332407639
Rhode Island,2023,0.6201421562083687
Rhode Island,2024,0.619933088079682
South Carolina,2008,0.545919448813821
South Carolina,2009,0.5159063259280433
South Carolina,2010,0.5088147211205635
South Carolina,2011,0.520717782872676
South Carolina,2012,0.5220549275028632
South Carolina,2013,0.5278492262772984
South Carolina,2014,0.5353184307317981
South Carolina,2015,0.5435466139506191
South Carolina,2016,0.5501150679528417
South Carolina,2017,0.5558675289731013
South Carolina,2018,0.5665172592196959
South Carolina,2019,0.5676973665290885
South Carolina,2020,0.5504359710615293
South Carolina,2021,0.565511808416305
South Carolina,2022,0.5778897427224309
South Carolina,2023,0.5867878929984021
South Carolina,2024,0.5839319631146914
South Dakota,2008,0.7020837817410064
South Dakota,2009,0.6895276352520918
South Dakota,2010,0.6839638363469711
South Dakota,2011,0.6882299271181478
South Dakota,2012,0.6904963193351987
South Dakota,2013,0.6910238729313296
South Dakota,2014,0.6953646916126475
South Dakota,2015,0.6955678738634483
South Dakota,2016,0.6940423469915415
South Dakota,2017,0.691021889588941
South Dakota,2018,0.6971506329070537
South Dakota,2019,0.691409268815596
South Dakota,2020,0.6826307039359861
South Dakota,2021,0.6973043714011891
South Dakota,2022,0.7051859086889378
South Dakota,2023,0.716785491299814
South Dakota,2024,0.7149453678635761
Tennessee,2008,0.5885823743627561
Tennessee,2009,0.5588107171894027
Tennessee,2010,0.553115228334079
Tennessee,2011,0.560377550273184
Tennessee,2012,0.5624058382235314
Tennessee,2013,0.566920343131606
Tennessee,2014,0.5751631386280439
Tennessee,2015,0.5835629458278819
Tennessee,2016,0.5922072811426052
Tennessee,2017,0.5983642578849446
Tennessee,2018,0.6052908036617114
Tennessee,2019,0.6073520079444935
Tennessee,2020,0.594653578023181
Tennessee,2021,0.6169998738281195
Tennessee,2022,0.6353990507303572
Tennessee,2023,0.646652068655111
Tennessee,2024,0.6435532652047753
Texas,2008,0.5909729710006224
Texas,2009,0.5726553045971211
Texas,2010,0.5651147422818559
Texas,2011,0.5728722152088178
Texas,2012,0.5794454354172243
Texas,2013,0.5875857792316714
Texas,2014,0.594795163461547
Texas,2015,0.5991901897033295
Texas,2016,0.5995577872832848
Texas,2017,0.606779126727119
Texas,2018,0.6176754994482486
Texas,2019,0.6203089741965879
Texas,2020,0.6052898815048073
Texas,2021,0.6273266751141053
Texas,2022,0.6468405507111661
Texas,2023,0.6601597037844059
Texas,2024,0.6533102812011452
Utah,2008,0.6339153647970037
Utah,2009,0.5999755454628571
Utah,2010,0.5838145645937702
Utah,2011,0.59046905808788
Utah,2012,0.5962353566136382
Utah,2013,0.6027017829705176
Utah,2014,0.6110991792538351
Utah,2015,0.6218849245562914
Utah,2016,0.6308603954538052
Utah,2017,0.6381221698111699
Utah,2018,0.650534716077942
Utah,2019,0.6504614250170428
Utah,2020,0.6503823116532733
Utah,2021,0.6735849915296206
Utah,2022,0.689283331879757
Utah,2023,0.6999955642646725
Utah,2024,0.694674795738375
Vermont,2008,0.6797714014717592
Vermont,2009,0.6629349073408695
Vermont,2010,0.6598937362500519
Vermont,2011,0.6622442820838628
Vermont,2012,0.6688991315901714
Vermont,2013,0.6715508509794441
Vermont,2014,0.6768085670293056
Vermont,2015,0.6802199046408937
Vermont,2016,0.681635834235548
Vermont,2017,0.6820057363082022
Vermont,2018,0.6831194980333396
Vermont,2019,0.6753104711870586
Vermont,2020,0.636474769233162
Vermont,2021,0.6506710051016782
Vermont,2022,0.6659414404259327
Vermont,2023,0.6800679921324272
Vermont,2024,0.6880967516909737
Virginia,2008,0.6217369613771425
Virginia,2009,0.6003162780627703
Virginia,2010,0.591042360193418
Virginia,2011,0.592338288098118
Virginia,2012,0.5924845682777466
Virginia,2013,0.5923199633963833
Virginia,2014,0.594350079659658
Virginia,2015,0.6030955984236447
Virginia,2016,0.6105972929225472
Virginia,2017,0.6149709174806299
Virginia,2018,0.6199648546862954
Virginia,2019,0.619860661949951
Virginia,2020,0.6049316551706013
Virginia,2021,0.6226467253432936
Virginia,2022,0.6382487900640453
Virginia,2023,0.6547128652957604
Virginia,2024,0.6546295189759402
Washington,2008,0.6026717133243252
Washington,2009,0.5722782675053312
Washington,2010,0.5592528115213059
Washington,2011,0.5583894513705489
Washington,2012,0.5661566438192883
Washington,2013,0.5722933946532768
Washington,2014,0.5792031117400255
Washington,2015,0.5847263847789371
Washington,2016,0.5895649839793089
Washington,2017,0.5951378918126413
Washington,2018,0.6011181345560644
Washington,2019,0.6011203411789856
